description,id_iaps,valence_mean,valence_standard_deviation,arousal_mean,arousal_standard_deviation,dominance_1_mean,dominance_1_standard_deviation,dominance_2_mean,dominance_2_standard_deviation,set_id
Dog,1301,3.7000000000000002,1.6599999999999999,5.7699999999999996,2.1800000000000002,3.96,1.98,,,8
PitBull,1300,3.5499999999999998,1.78,6.79,1.8400000000000001,3.4900000000000002,2.1000000000000001,,,3
Rat,1280,3.6600000000000001,1.75,4.9299999999999997,2.0099999999999998,5.0499999999999998,2.2000000000000002,,,4
Roaches,1275,3.2999999999999998,1.6499999999999999,4.8099999999999996,2.2200000000000002,5.1100000000000003,2.23,,,6
Roaches,1274,3.1699999999999999,1.53,5.3899999999999997,2.3900000000000001,5.0300000000000002,2.3799999999999999,,,5
Roaches,1271,3.1899999999999999,1.6399999999999999,5.3700000000000001,2.4399999999999999,4.2000000000000002,2.1299999999999999,,,19
Roach,1270,3.6800000000000002,1.8500000000000001,4.7699999999999996,2.4399999999999999,5.25,2.48,,,4
Spider,1240,4.2199999999999998,1.9399999999999999,4.9199999999999999,2.1699999999999999,4.9500000000000002,2.1699999999999999,,,1
Spider,1230,4.6100000000000003,1.74,4.0300000000000002,2.4100000000000001,5.5999999999999996,1.96,,,2
Spider,1230,4.0899999999999999,1.6299999999999999,4.8499999999999996,2.25,4.5800000000000001,2.25,,,1
Spider,1220,3.4700000000000002,1.8200000000000001,5.5700000000000003,2.3399999999999999,4.54,2.3399999999999999,,,1
Spider,1205,3.6499999999999999,1.76,5.79,2.1800000000000002,,,4.0999999999999996,2.1899999999999999,14
Spider,1202,3.3500000000000001,1.77,5.9400000000000004,2.1699999999999999,4.2300000000000004,2.3599999999999999,,,20
Spider,1201,3.5499999999999998,1.8799999999999999,6.3600000000000003,2.1099999999999999,3.8700000000000001,2.2999999999999998,3.6299999999999999,2.27,7
Spider,1200,3.9500000000000002,2.2200000000000002,6.0300000000000002,2.3799999999999999,4.3300000000000001,2.3799999999999999,,,1
Lizard,1122,5.1500000000000004,1.71,4.3200000000000003,2.1600000000000001,5.5499999999999998,1.95,,,18
Lizard,1121,5.79,1.6100000000000001,4.8300000000000001,1.98,5.8899999999999997,1.99,,,11
Snake,1120,3.79,1.9299999999999999,6.9299999999999997,1.6799999999999999,3.8700000000000001,2.3100000000000001,,,3
Snake,1114,4.0300000000000002,2.1600000000000001,6.3300000000000001,2.1699999999999999,,,4,2.4900000000000002,14
Snake,1113,3.8100000000000001,1.75,6.0599999999999996,2.1200000000000001,3.9100000000000001,2.1000000000000001,,,8
Snake,1112,4.71,1.7,4.5999999999999996,2.4399999999999999,5.2699999999999996,2.2000000000000002,,,8
Snakes,1111,3.25,1.6399999999999999,5.2000000000000002,2.25,4.7999999999999998,2.4100000000000001,4.3399999999999999,2.0600000000000001,7
Snake,1110,3.8399999999999999,1.8899999999999999,5.96,2.1600000000000001,3.8399999999999999,2.3100000000000001,,,2
Snake,1101,4.0999999999999996,1.8500000000000001,5.8300000000000001,2.25,4.1299999999999999,2.2999999999999998,,,11
Snake,1090,3.7000000000000002,1.8999999999999999,5.8799999999999999,2.1499999999999999,3.8199999999999998,2.27,,,2
Snake,1080,4.2400000000000002,2.0800000000000001,5.6900000000000004,2.2799999999999998,4.3300000000000001,2.2799999999999998,,,1
Snake,1070,3.96,2.2999999999999998,6.1600000000000001,2.0800000000000001,3.71,2.0800000000000001,,,1
Snake,1052,3.5,1.8700000000000001,6.5199999999999996,2.23,3.3599999999999999,2.2599999999999998,,,11
Snake,1051,3.7999999999999998,1.75,5.9500000000000002,1.98,3.7999999999999998,2.21,,,12
Snake,1050,3.46,2.1499999999999999,6.8700000000000001,1.6799999999999999,3.0800000000000001,1.9299999999999999,,,6
Snake,1040,3.9900000000000002,2.2400000000000002,6.25,2.1299999999999999,3.9199999999999999,2.1299999999999999,,,1
Snake,1033,3.8700000000000001,1.9399999999999999,6.1299999999999999,2.1499999999999999,3.73,2.1600000000000001,,,18
Snake,1030,4.2999999999999998,2.3500000000000001,5.46,2.4300000000000002,4.5599999999999996,2.4300000000000002,,,1
Snake,1026,4.0899999999999999,1.9099999999999999,5.6100000000000003,2.23,,,4.4299999999999997,2.3900000000000001,16
Snake,1022,4.2599999999999998,2.04,6.0199999999999996,1.97,3.8999999999999999,2.21,,,12
Snake,1019,3.9500000000000002,1.96,5.7699999999999996,1.8300000000000001,4.2300000000000004,2.0800000000000001,,,12
